asin,name,rating,date,verified,review_title,body,helpfulVotes,brand,product_title
B06XS4978K,Rafael Marquez,5,"August 21, 2018",True,Impeccable,Writing the review from my new iPhone 7 Plus. 100% recommended.,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Amazon Customer,5,"May 26, 2017",True,Five Stars,Very good condition and very fast with micro processes and quality in camera,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Leon,5,"December 19, 2018",False,It’s actually unlocked!! Buy from my wit,I was nervous about purchasing but I must say this phone is like new and in perfect condition!!! I received mine shipped to the Bahamas from mywitt it’s a great buy fully unlocked and 100 percent working so far so good.,2.0,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Albatross,1,"May 22, 2019",True,Renewed quality is bad,"The whole promise of renewed products is around functional quality will be that of a new product. Even the product description says 'looks and works like new'. Unfortunately, that description is misleading. The product that I received had a lens crack, volume is low, and screen had a lot of dents. Otherwise the product works OK and I may buy a new iPhone XS Max as I started like the big screen phones after handling this product.",2.0,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Dr Debit,1,"October 25, 2019",True,Did not turn on,Plugged it in and tried to turn on but nothing.,1.0,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,martha clark,2,"October 8, 2019",True,Speaker didn't work,"The phone looked terrific and seemed to be ok but when u tested out the sounds the speaker made static noises. Returned phone. BTW for anyone interested in using this GSM phone on Tracfone, you must know the carrier has to be AT&T NOT Verizon or Sprint. If you want to use Verizon get a CDMA unlocked phone",,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,K. Dale,5,"April 25, 2019",True,Excellent condition,Excellent condition. Works as described with my Straight Talk wireless.,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Daniel Barreto,4,"June 20, 2019",True,Buena compra,Excelente presentación,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,carlos,5,"December 12, 2019",True,Great product,Just arrived today and it looks brand new. The battery seems to be working well so we are very pleased and will buy from them again.,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Keeandre,5,"March 22, 2018",True,Five Stars,it's a great phone.......love it. any chance getting a samsung note 8 lol,1.0,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Mrs. Lebron,5,"December 4, 2019",True,Lucky to have found,Deal of a lifetime,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B06XS4978K,Karmareon Mccree,5,"February 9, 2019",False,Touch id work good,I like to camera on this,,Apple,Apple iPhone 7 Plus 32GB Unlocked GSM 4G LTE Quad-Core Smartphone - Black (Renewed)
B071JPQYGK,Ricardo Young,4,"July 3, 2019",True,Beautiful Phone but ONE problem.,"My refurbished phone arrived with not a single scratch on it. It works perfectly and I am very satisfied with the price I paid. If I would have bought this phone from Apple, I would have easily paid $200 more. However, I do have one issue. I ordered the Jet Black iPhone; so when my shipment arrived, the receipt, the label on the packaging, and even the box my phone came in said Jet Black but the phone that was inside was a Matte Black iPhone ☹️. I am not a picky person and I have read some of the horror stories reviews of people who have purchased refurbished phones and many things are not working properly. I’m just thankful my phone not only looks good but works properly.",1.0,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Kindle Dbean,4,"October 17, 2019",True,iPhone 7,"The iPhone 7 is overall ok, the light intensity is not as bright as my iPhone 5 was ! It has annoying 3 axis tap I wish I could turn off when using the keypad !",,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Flowas,2,"November 3, 2019",True,Bought phone in error...I needed an unlocked phone,I bought this phone by error because I wanted an unlocked phone. I'm unable to use the phone so I can't give any other reviews on the specs. I'm still trying to figure out a way to get the phone unlocked without it costing me too much.,,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Amazon Customer,1,"September 9, 2019",True,This product was a scam,"The phone was either stolen or tossed by the owner. At&t stated that the owner owes on the phone, so it can not be unlocked. The phone is useless .",,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Kindle Customer,5,"February 22, 2019",True,Works great- awesome deal,I was hesitant to purchase the phone but finally took the chance and it works amazing. It came looking brand new and was easy to switch over and set up.,1.0,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Farhad,5,"October 8, 2019",True,Good shape overall,Looks and functions good im happy with this purchase,,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Dennis m Neumann,5,"January 18, 2019",True,Like a brand new phone,"The phone looks brand new fingerprint scanner work every time, all the buttons work good, the screen has no scratches on it. it arrived on time. All in all it’s like a brand new phone",,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,harendra chauhan,3,"December 8, 2019",True,Quality should be good,This is locked phone I couldn’t place other sim so I am returning,,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Amazon Customer,5,"January 2, 2018",True,Five Stars,Work ok so far,,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,caliopilops,4,"September 30, 2019",True,"Lots of savings on a decent enough phone with one, kind of strange issue","Fairly typical for an iPhone - always not enough battery but still quite good and does everything an iPhone should do and more. The Plus models have an additional camera which allows for portrait mode - which is awesome! Great pictures. Obviously the phone is larger than the non-Plus models but I got used to that within a few days. One strange issue I had that you might have too is that the phone might be sourced from a non-American batch. Specifically, it might be sourced from Japan - a country in which local law mandates that taking a picture must always be accompanied by the shutter sound and cannot be turned off. Weird, right? I can get around it a bit by taking ""live"" pictures, which minimizes the sound for some reason. But any picture taken through an app like Snapchat or portrait mode will have that loud shutter sound. I considered returning the phone but ultimately decided that the annoying shutter sound was worth putting up with because buying this phone on Amazon vs Apple Store saved me roughly $350 - quite significant!",,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071JPQYGK,Kiara,5,"November 29, 2018",True,AMAZING,It came a DAY early and even with a screen protector!!! The phone is perfect 👌 the phone looks like I just bought it from the apple store..,2.0,Apple,"Apple iPhone 7 Plus, AT&T Locked, 128GB - Jet Black (Renewed)"
B071W9WQ8M,James Williams,2,"October 19, 2019",True,Worked for a few months,Phone worked good about 3 months and then FaceTime stopped working. I attempted to update software and full reset on the phone and still doesn’t work. The whole reason I purchased the phone was for the FaceTime capability and now it doesn’t even work. I contacted the seller and they told me to contact the manufacturer. Apple was only able to tell me to reset the phone which didn’t work. Ultimately the phone has some type of defect and does me no good.,3.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,3,"December 13, 2017",True,But other than the blutooth the phone is in good condition.,"The phone worked well in everything except when pairing it with a blutooth device. The audio seemed to be delayed. Initially i believed it was a software issue and would be fixed by updating it or playing with the settings, but after couple consultations with apple advisors it seemed that the issue was related to hardware, and fixing it was somewhere around 330+ $. Which is basically this phone's price. But other than the blutooth the phone is in good condition.",2.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Isaac,5,"February 17, 2019",True,Read it!!!,10/10... there’s a lot of bad comments and maybe they really had a bad experience with the phone but guy if you want something 100 percent guaranteed go to an apple store. I’m astonished with my iPhone I think I was lucky... you may have same luck.,2.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Lutful Kabir,1,"May 30, 2018",True,"Do not buy this thing, Got scammed. Phone doesn't work...","Phone doesn't work, came without headphone. Tried 15 minutes, couldn't get the phone turn on.",4.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Karlene pusey,5,"October 27, 2018",True,Will buy again,I ordered this phone from July 2018 and still working really great,1.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,2,"November 26, 2019",True,It was okay,The product is okay. I paid for 2 days shipping and it took 5 to 6 days to arrive. The home screen button is not working property. The battery drains like crazy. I already took the phone outside of country otherwise I would definitely ask for exchange or refunds.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Soledad Andino,5,"December 20, 2019",True,Bueno!!,Bueno!!,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Shayna Mendenhall,5,"August 9, 2019",True,Great product worth the money,At first I was like oh this product will probably suck by the time I get it but the phone works great the battery life is awesome it works brand new I haven’t had any problems with it.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,erkan ozgur,5,"June 11, 2019",True,👍,👍,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Maria,5,"December 13, 2019",True,La batería es muy duradera,Muy buena inversión fácil de usar,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Kevin Smith,5,"December 9, 2019",True,Impressed.,Overall quality. My daughter phone.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Livia Rincon,4,"November 4, 2019",True,Renovado es bueno,Lo tengo desde hace 2 meses ya y la batería sigue al 100%. Estéticamente tiene 10. El único detalle es el “vibracall”: no funciona. Pero todo lo demás está perfecto.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Monyrath,3,"January 4, 2019",True,Phone is okay.. could be nice,"Phone is even though is refurbished, it's wasn't even charge at all. There was some scratches that why I took some phone some Minor star",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Donna Gordon,4,"October 6, 2019",True,Great phone.,Purchased this for my 14 yr old granddaughter. She is very happy with the Perforrmance and size of the phone. It is not overly large like other brands.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Hans J Gerritsen,5,"March 29, 2018",True,Five Stars,Works great,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Udupe Vasyebem,5,"July 23, 2019",True,Worth it,"Nice,clean ,on time,working just fine",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,5,"April 21, 2018",True,This purchase exceeded my expectations! Hard to believe it ...,This purchase exceeded my expectations! Hard to believe it is Refirbished. No marks or scratches what so ever. No function glitches or issues of any kind. Very pleased,1.0,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,dodo,1,"February 7, 2019",True,not as prescribed,"many scratches, low quality. I would prefer to pay little bit more and buy a new one",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Stephany Rivera,1,"December 12, 2019",True,Maloo,La batería no dura nada ni 2 horas y me enviaron cargador chino súper genérico y el cable malo,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Keara,5,"August 21, 2019",True,It works!,"Product works fantastic, was able to put sim in and start using right away. Even arrived a day earlier than said",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Allan West,4,"December 12, 2019",True,Good phone but charger not included,Good phone only complaint is it doesn’t come with a charger.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,AA,5,"February 1, 2019",True,Nice!,Great condition!,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Gabby,5,"April 5, 2019",True,Great quality,"Amazing quality item, arrived with no screen cracks whatsoever! Very happy with this purchase.",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Vincent Scott,5,"May 9, 2019",True,Great Product to be Refurbished,Good products. Works just like a brand new iPhone. Only downside is the battery life.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Edwin Fuentes,5,"July 16, 2019",True,I love Amazon,Awesome condition y pretty cheap,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,H Esparza,2,"August 5, 2019",True,Liberacion,No está liberado para cualquier compañía,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,5,"July 7, 2018",True,Great shape,Great shape,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Rogshi,5,"August 10, 2018",True,Recomendado,Me agrado el producto. Tal como lo publicado. Gracias,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Valentina Menegatty,5,"July 3, 2019",True,Buen producto,Excellent,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,5,"March 31, 2018",True,So far so good. It looks new and it works fine,So far so good. It looks new and it works fine.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Diego P.,5,"September 15, 2018",True,Todo perfecto,Todo perfecto,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Hserchrist Moo,5,"February 27, 2018",True,Five Stars,Look as New.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Octavia,1,"March 17, 2018",True,DONT BUY,The phone acts up and overheats way too quickly,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Sunnie williams,1,"April 8, 2019",False,🤦🏼‍♀️,Too many bad reviews I should listen,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Sharif,5,"July 13, 2019",True,The phone is excellent,"Beside a few scratches the phone if awesome. battery is holding charge and works fine! Great deal, Im happy!",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,Amazon Customer,1,"October 30, 2018",True,Hidden issues,"Phone looked perfect, but every few calls it sounded like there was background wind noise. In the end I brought it to the Apple store and they told me the microphone was failing. My only option was to trade it in for $100. I wouldn't buy from this company again.",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,ugonna,1,"June 27, 2018",True,The phone didn't worth the price,"Infact I'm returning this iPhone ,the battery came empty and couldn't turn on",,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B071W9WQ8M,BigG,1,"May 15, 2018",True,Everything great except the yellow spot on the top left of ...,Everything great except the yellow spot on the top left of the screen but it’s only visible on white light.,,Apple,"Apple iPhone 6S, 32GB, Gold - For AT&T / T-Mobile (Renewed)"
B0731HBTZ7,Haley,1,"September 3, 2018",True,Not unlocked,"So I ordered this phone and it was advertised as unlocked. I went to verizon to activate it and they tell me it’s not unlocked and the only way to find out it’s carrier is to call every carrier until you find the correct one. So I find the correct carrier (AT&T) and buy a SIM card set it up and for some unknown reason my internet will not work without WiFi. I have data, no reason for this. It’s been a week and the problem has yet to be solved. I bought this because my previous phone completely crapped out on me. I’d send this phone back but I can’t be without a phone due to work. Still trying to figure this out but I recommend contacting the seller of any iPhone you are interested in buying before hand to receive all the information that is not advertised and to make sure their advertising is accurate.",249.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,DD,5,"August 17, 2018",True,Rose Gold 32 gb,"Delivered on time, works perfectly. Have it for over a month now and there isn’t any problems with it.",202.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Thomas,1,"June 6, 2018",True,FALSE ADVERTISING,"the item advertised in the photo was Model A1660 with is Verizon compatible, the item I received was A1778 which is not Verizon compatible, I am very angry.",143.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Amazon Customer,1,"June 25, 2018",True,Did not work with Verizon.,Add said it was fully compatible with Verizon. NOT. Would not connect to the Verizon Wireless network. Sat on hold for 15 minutes with Breed customer service only to get hung up on.,129.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Megan,5,"August 13, 2018",True,Would not have believed this was a refurbished phone if I had not have bought it!,"I was extremely skeptical, as I have always bought contracted new phones from att, but I wanted to get off their plan and I was just done with my old iPhone 5s which had completely given up on me. However, as a college student, I couldn’t afford to buy straight from Apple so I checked OfferUp and letgo, and when those seemed wayyy to sketchy I came to amazon and found this. It took me a week to finally come to terms on buying a refurbished phone off the internet, but I am so glad I did! First off, the battery life is ridiculous; I charge my phone about every TWO days. Also, unlocked made it really easy to switch to metro pcs. I love the Live Photo’s! I love the size (I have small hands, but with a pop socket, it’s perfect)! I also love being able to take it out on the boat and not worry about it getting wet! Love love love that I took the chance to buy it!",97.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Ryan,5,"March 19, 2019",True,Couldn't be happier with this purchase!,"I ordered a Rose Gold iphone 7 32GB, and it arrived via Fedex a day early. I especially appreciate that they had signature required because in the past, I have had my items stolen, with packages left on the porch. I opened up the box and it turned on with full battery, which I was not expecting. Came with a block and charging cord. There is virtually no cosmetic issues. A small area around the camera that is lighter in a spot a previous owner must have had a case. This phone is cdma, and was no problem to connect to my carrier (Total Wireless) which runs on Verizon's network. I am really pleased with this because it came exactly as expected, and actually in better condition than expected.",28.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,A. Rey,2,"July 26, 2018",True,The phone itself was in perfect shape and took all my transferred info from my ...,"The phone itself was in perfect shape and took all my transferred info from my current phone. However, the other reviews are correct when they say this phone does not work with Verizon. We tried everything thinking others might have forgotten a step or two but after verifying the serial numbers with Verizon it was confirmed that this phone wasn't going to work. It was a shame. Verizon claimed it is a common problem with the IPhone 7's.",34.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Charles Johnson,4,"July 25, 2018",True,Phone arrived on time and looked good. It was fully unlocked and was successfully set ...,"Phone arrived on time and looked good. It was fully unlocked and was successfully set up to work with Straight Talk. The phone was given to my daughter. However, right out the box, it was difficult hearing a conversation through the handset. Had to turn on the speaker. Initially thought it was just operator error. A few weeks later, my daughter calls and says she's purchasing a blue-tooth ear phones because she still couldn't hear any conversations without using the speaker. Other than that, the phone worked perfectly. I called the vendor and explained the situation. They happily sent a return label and said they'll send a refund. I'm giving the phone a 3-start rating and customer service and extra star rating.",25.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Celeny Pena,1,"March 29, 2019",True,PHONE WORKED FOR A 4 DAYS.. PLEASE READ!!,"Bought phone to use with T-mobile. All was good for the first few days till my daughter noticed it wasn't going on internet anymore or receiving / making calls. Called T-mobile to try and fix since it was a service issue, but they exhausted their options on trying to solve problem and suggested I call Apple instead. Apple tech support also exhausted their options. They mentioned to me that according to the serial #, the phone is a part of the first bunch sent out when the phone was first made that had some kind of defect, that they will replace it with a new one on an even exchange. Sent my phone in to apple, only to have it sent back to me with the email (see photo attached) saying that since the phone has 'unauthorized modifications' they will not send me a new one. Immediately got my refund, and went to t-mobile instead to buy the same 7 for $60 more, BRAND NEW, no modifications, no troubles. The description section will sell you a dream. SAVE YOUR MONEY.",13.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Shareese Christian,5,"July 11, 2018",True,Unlocked iPhone 7,"This was a really nice phone ! Barely any blemishes, all data was cleared and battery drainage is great.",17.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Amazon Customer,1,"May 1, 2019",True,Not fully “Unnnnlocked cattier”!!!!,Don’t you ever dare attempt to get this rubbish. On the advisements said:”fully unlocked”. However it doesn’t work with spring. This is a completely a conspiracy swindle. If there was negative start rating for this review. I would put as the limit of start go to -infinity. Literally wasted of costomer time.,8.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Amazon Customer,1,"July 31, 2018",True,LIARS!!! DOES NOT WORK ON VERIZON!,I specifically chose this phone because it was from amazon prime which I trusted until now and has a picture stating it is fully unlocked and would work with Verizon network! Well it doesn't!,11.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,P,5,"March 28, 2019",True,Bought from seller MyWit,"Battery service health was 76% in settings, which is not bad for preowned phone. But phone came in Verizon Certified preowned box and tMobile sim worked great. Phone is just like new, no screen scratches at all. Frame and back is crystal clear. i would recommend this seller highly. Updated ios to latest and worked like a charm. Best deal ever",5.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Matthew,1,"October 27, 2019",True,"Buyer beware, purchase another model or buy elsewhere!","Where should I begin? Well, let's start off with something positive, this iPhone 7 is a solid offering (on paper) at the current price point. In theory, if the device delivered is in the condition listed on the product page, how can you go wrong for about $200? I hate to break it to you, but this can go VERY WRONG in a relatively short amount of time. I'm currently on my second renewed iPhone 7. The first one I only had for about a month and then the screen decided to separate from the metal casing of the iPhone, so I logged into my Amazon account and processed a warranty replacement. The warranty replacement showed up in two days time, no complaints there. I'm currently on my 2nd device from the original purchase and then I start getting battery life notices popping up on screen, and then a few weeks later, the center of my phone display starts to form a slight curve and gets more pronounced as the week progresses. I take my iPhone to the Genius Bar at their retail store and come to find out the battery in my iPhone has failed and is starting to bulge and expand while still in the phone. Normally I would log into my Amazon account or contact customer service and see what options are available, but of course, my warranty expired six days ago as of this review, so officially I have no warranty coverage. When I did try to contact customer service, I talked to four different reps over the course of about an hour on the phone and finally the two options provided to me to resolve this issue was...#1: ""Contact Apple and see if they will honor their warranty"", small problem with this is that there is only a 1 year limited warranty on iPhone's and the one year warranty started when the first owner had this phone. The phone is about two years old at this point I would assume, but definitely NOT covered under any warranty by the manufacturer. But their retail stores are more than happy to take my money and repair it. Option #2: ""We can make an exception and you can send the phone back in. Even though you have a damaged battery, UPS will still take the package. We even have a warning label we can provide you that you can put on the box."" Normally I would be more than happy to go with this option, however, the local UPS store has made it abundantly clear, they will not accept a package with a damaged or potentially damaged lithium ion battery due to the fire risk. The only way the phone could be safely shipped is with a fire resistant packaging which I don't have and the local UPS Store also does not have. Bottom line, I'm stuck with a phone that has a failing battery and glitchy phone display because of the swelling battery AND I'm also out of the money I paid for this iPhone, and I don't have a properly working phone. I would suggest the following, purchase a pre-owned iPhone elsewhere or just go with another phone all together, don't bother purchasing an Amazon Renewed device, the quality and reliability just isn't there.",2.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,john g,5,"September 13, 2018",True,BUY THIS IF LOOKING FOR AMAZING PHONE,"This phone was great. No scratches, no dents, no nothing. An amazing price for a phone not even that old! But before buying, read the reviews because Verizon isn’t compatible with it. I personally don’t use Verizon, but hey, just a heads up. This is a GREAT phone. Definitely recommend.",7.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Amazon Customer,1,"August 18, 2019",True,Problem antenna?,"I received the phone and it looked fine, including the charging cable. However, when I switched my phones with my carrier (MetroPCS which uses Verizon cell towers), I got a ""No Service"" message in the top left corner, where it should have said MetroPCS. Did lots of researching online, called Apple, who said it was probably a bad SIM card. Suddenly, an hour later, the phone started connecting to the cell tower. Great! I thought. It worked just fine for a few hours, and the phone showed ""No service"" again. I tried factory reset, connecting to Apple Store through my laptop, lots & lots of time troubleshooting. After a Google search, I discovered that iPhone 7 A1660 models had a problem antenna, which Apple was fixing for free when the phones were first manufactured (up to 3 years). I tried ""chatting"" online with an Apple service rep, who could not tell me if Apple would service the phone, or if I needed to return it to the Amazon seller. I finally decided to just return it. Very disappointing.",2.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,NRL1029,5,"April 1, 2019",True,Very Satisfied,Much to my surprise this phone came completely unlocked and in A+ condition. I moved my sim from my old phone to this one and I was up and running in 5 minutes. Like others I was skeptical about buying a refurbed phone site unseen online. Also to my surprise the phone came in a Verizon box that said refurbished along with a neatly wrapped power brick and cord. Battery life is excellent so far. Very satisfied with this purchase and for a great price.,2.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Trevor Muhlestein,4,"September 20, 2019",True,Watch out for Iphone 7 antenna issues,"Iphone 7's have known antenna issues. this was the case on the iphone I received. when I got it it would intermittently work for a time...then phone service stopped working all together. the rest of the phone was fine, just no service. Had to take it into the apple shop and wait another week to get it repaired under their warranty program that was free since I provided proof I just bought it. After this repair everything was just like a new phone. no scratches, no screen problems, everything worked, battery was excellent.",1.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,Vicky Chrisner,1,"September 18, 2018",True,One Star,"The phone that arrived was not this one, and the one that arrived is not compatible with Verizon.",5.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,MARISSA A,5,"January 8, 2019",True,"Great phone, Looks brand new and fully functional","It is always scary buying a used phone, especially online. The phone came faster than expected. Phone is in great condition and was very easy to set up on our tmobile network. You will need a sim card for it to work if you have T-Mobile. Great buy, my daughter is very pleased with her phone. She has had it for 2 weeks and so far, so good. Will update this post if we run into any issues!",3.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
B0731HBTZ7,alma,3,"October 9, 2019",True,It's alright,"At first glance, the phone is in perfect condition. No scratches. Set up was easy. However, after using it for about 2 weeks, I have noticed some defects. The battery healths maximum capacity is at 86%, it should be at 100%. Siri doesn't work, it doesn't let me set it up. Wifi turns itself off sometimes and does not let you turn it on. Calls will either not go through or will sound static-y, low, like is the person was far away. I have also been told that they can't really hear me on their side. Video calls don't work sometimes like FaceTime and Facebook's Messenger's video calls. I have to turn it off and on because it decides to act up. Just today, after having it for 2 weeks, the battery started dying faster than usual. That is all I can think of right now. I will update if something else acts up.",1.0,Apple,"Apple iPhone 7 32GB, Rose Gold (Renewed)"
