review_text,date,rating
Great way with out having read and your eyes get sore . Great of learning listen .,November 01 2016,4
I don't use it and already turned off it but it's still insist to ask to update. Malware !,November 01 2016,1
Vnc,November 01 2016,5
Nice So good,November 01 2016,5
Irfan Rogi,November 01 2016,5
very good excellent,November 01 2016,5
Goooggg Hhh,November 01 2016,5
What is it? So annoying. Almost made me throw my device into wall.,November 01 2016,1
Thy MgII ya,November 01 2016,5
Just try,November 01 2016,5
Ok,November 01 2016,5
Talk back Hands free eyes free talk to android,November 01 2016,5
Qais Qaisary,November 01 2016,5
good Nice toot. Having fun.,November 01 2016,5
dp nice talkback,November 01 2016,5
About updates Because you removed the speak announcer day by day you update more but do not remove previous updates,November 01 2016,2
When I find a use for it it might be interested,November 01 2016,3
Baddest ever,November 01 2016,1
He Good,November 01 2016,5
ABDULIHASSANALLI,November 01 2016,5
Master NonMessanger.')s,November 01 2016,5
stop app,November 01 2016,5
Annoying App how can this so annoying my phone  it's preinstall app  and I can't remove it  just waste my storage  so google please Fix it,November 01 2016,3
Ui Bh,November 01 2016,5
awesome it's very easy to use.,November 01 2016,4
Its best,November 01 2016,5
Asad He is good,November 01 2016,5
I didn't even install it. It came with malware Stupid malware. Can't uninstall,November 01 2016,1
SPLENDID A roaring improvement,November 01 2016,3
nbnn,November 01 2016,2
I really like this app,November 01 2016,5
google talk back,October 31 2016,5
Don't want bloatwAre,October 31 2016,1
I get it but... I know this is useful for blind users but if your not blind its annoying.Last time I had it I couldn't fix my phone for a year  and I couldn't tap anything. Then I finally fixed it in 2016 by resetting the phone without settings or tapping. So my point is don't use this if you are not blind.,October 31 2016,3
drive cluttering malware impervious to uninstalling,October 31 2016,1
Uii Uoo,October 31 2016,5
Talk Back I've deleted the app and it says I need to update it! How do you update a deleted app? The only choice on Google play oz update  and that starts the download,October 31 2016,1
Apl Apollo Tubes Ltd. Steel Pipe Manufacture,October 31 2016,2
Talk back Don't use should uninstall,October 31 2016,1
4star I love it,October 31 2016,4
AQUA AQUANDROID,October 31 2016,5
This software stopped during funtion,October 31 2016,3
Go Good,October 31 2016,5
Ok,October 31 2016,5
Good,October 31 2016,5
Another app I won't use,October 31 2016,1
Don't really use,October 31 2016,3
Thanks Please add farsi language thanks,October 31 2016,3
So Nice,October 31 2016,5
I liked it,October 31 2016,5
Talk back The apps is so very comfortable and useful for all Google participant ...I am so very proud full but for five start I will be fell boring,October 31 2016,5
Good,October 31 2016,3
Superb🗼 Excellent🌋,October 31 2016,5
Worst app It totally hanged my Mobile,October 31 2016,1
Chiku Chiku,October 31 2016,1
Very very boooooooring app phone works very slow Worst app please do not download the app,October 31 2016,1
I hate this website. Please remove Web from my App  because I don't make use of it.,October 31 2016,1
K K,October 31 2016,5
How How,October 30 2016,5
Good Very good,October 30 2016,5
Noo Noo,October 30 2016,5
I would really.give this app about.5.BECAUSE I really like it.,October 30 2016,4
Thoughtful App This app is great for people with low vision or who are blind. If you are either of these you know that it is difficult to navigate the internet or the phone. If someone thinks it's slow  they most likely don't need this app. It is not a toy. Thank you Google for making my life easier.,October 30 2016,5
It wont work all the time just part of the time,October 30 2016,1
thank you,October 30 2016,5
Barely usable This is an extremely poorly designed app. Using it so completely interfered with the normal functions that scrolling and touch were nearly impossible.,October 30 2016,1
Corrupt If anyone updates this app hope you don't have the same issue that I went thru as it corrupted everything on my phone. Had to reinstall a few items and reload from cloud to have some of my settings reinstated so I didn't have to do it manually as this app destroyed those as well.,October 30 2016,1
Best Best,October 30 2016,5
Loved it She keeps me company when I need it,October 30 2016,5
Dopodiché Gooos,October 30 2016,5
Good Nothing,October 30 2016,5
No need for app,October 30 2016,1
Very nice very very very nice,October 30 2016,1
Comments Cool aa,October 30 2016,4
Talk Back Easy to use !!!,October 30 2016,5
H I,October 30 2016,4
Mtungwa Yy,October 30 2016,5
Sonu Yadav,October 30 2016,5
Good work,October 30 2016,5
Raftaar Sing 9999,October 30 2016,5
Nothing To say?,October 30 2016,3
Annoying,October 30 2016,1
Allah Hu akbar,October 30 2016,5
Google talkback Loved it,October 30 2016,5
Apk Useful,October 30 2016,5
Cool Talking,October 30 2016,5
Google TalkBack Link speed,October 30 2016,5
Excellent,October 29 2016,5
hm mahabub,October 29 2016,4
Above average,October 29 2016,4
What's the use when I can see? Disgusting having to keep it when I don't need it. Allow me to remove it.,October 29 2016,1
The Good good,October 29 2016,4
Gboard for android...?,October 29 2016,1
Good,October 29 2016,5
KAT SARITH,October 29 2016,5
Nice Ni,October 29 2016,4
A google user Loved it,October 29 2016,5
Toshiba at1s0 Iki kanggo opo yo? Aku ra pati mudheng karo karepe  dadi yo mubazir wong ra nate tak nggo,October 29 2016,5
Great,October 29 2016,5
Easy So easy to use  like it a lot ,October 29 2016,4
Get me out of this app!!!,October 29 2016,1
So dumb This thing is useless,October 29 2016,1
Google Talk Back,October 29 2016,5
Hare it It took me 10 Mins to turn this Blasted Thing off,October 29 2016,1
Loved it Very nice talkback good..but please provide a widget for it ok in next update...,October 29 2016,5
Voice master Useful after calling feature appreciate,October 29 2016,5
Awesome It is very cool,October 29 2016,3
Google talkback Like,October 29 2016,5
Galaxy Grand Prime DUOS Android ➡ 5.0.2,October 29 2016,3
Nitish Nitish,October 29 2016,5
Nice its very usefull,October 29 2016,5
Crap It keeps updating wont uninstall,October 29 2016,1
Fjfb,October 29 2016,4
Asus Bloatware = cannot uninstall. Keeps begging for rating. Thumbs up if you agree. Asus Bloatware = cannot uninstall. Keeps begging for rating. Thumbs up if you agree.,October 29 2016,1
kheyli khobe,October 29 2016,5
Useless,October 29 2016,1
"""""Eyes-free"""""""""""""""""""""""""""""""" Useful app that frees up eye-usage for other necessities...""""",October 29 2016,5
I had had to reboot as it asked google ac but couldnt go further due to this idotic app pl delete this app snd give only who want it n not install it as boltware,October 29 2016,1
Sadad Good,October 29 2016,5
good app,October 29 2016,4
Ok,October 29 2016,5
Liked it because it will help blind people to use technology to improve their lives Very good!,October 29 2016,4
Well driving It good to have Google play,October 29 2016,4
Zat Phuthela,October 29 2016,5
Love it. Great user to blind people. Very good.,October 29 2016,5
Vgd Fdv,October 29 2016,5
Storage memory Hog! PLEASE ADD move to SD card option that does not move it back to internal memory every update. Fix it PLEASE. Do not be evil like others we know of who claim not to be but hog all your storage space.,October 29 2016,1
Flick,October 29 2016,4
Kaushik Kkkkk,October 29 2016,5
Nice Very good,October 28 2016,3
Kool,October 28 2016,5
good,October 28 2016,1
Nice,October 28 2016,5
Good Nice softwhr,October 28 2016,5
I'm not blind or disabled... But I may need this some day.,October 28 2016,5
Love,October 28 2016,5
Hi Nice and very good app,October 28 2016,4
P rasul Very bad app blocked my phone completely. And you can't delete all after installation. Unless you restart your phone over again .,October 28 2016,1
His: Unguided,October 28 2016,5
You guy created something great with this app,October 28 2016,5
Munawar Very nice,October 28 2016,5
Bhumi Jay jalaram,October 28 2016,1
Liked it,October 28 2016,4
Bakwas app don't waste your time in such bakwas app bakwas nahi usse bhi bhatar,October 28 2016,1
McAfee McAfee has protected my computer my cell phone all of them hand the other computers in the house we have a total of 5 items and it washes off and keeps them safe five star definitely,October 28 2016,5
Super,October 28 2016,5
Agirapada,October 28 2016,4
This apps is VVI,October 28 2016,2
Nice Good,October 28 2016,5
Ek.no. Superb Bap Hai Bap,October 28 2016,5
No It got on my last nerve very quickly,October 28 2016,1
M G,October 28 2016,5
Good Very nice,October 28 2016,5
It is wrost When i close talk back it automaticly opens this appis my hattest,October 28 2016,1
Good Good,October 28 2016,5
This app is life for me No app is my beloved more than talk back in world i advise u that please upload more and more apps like this all the best,October 28 2016,5
TR's Google TalkBack Groovy,October 27 2016,5
Roo many updates Please make the updates less often. It is almost impossible to pass a week without an update from play store on default apps! I don't even use this app and I can't un-install it  it always come back.,October 27 2016,1
Amazing Abundance Malaysia,October 27 2016,4
good nice,October 27 2016,5
Awful,October 27 2016,1
Good,October 27 2016,5
Loved Good,October 27 2016,5
Never tried it It says update,October 27 2016,5
The best way to do stuff Best way to get my stuff done,October 27 2016,5
Do not download fast,October 27 2016,5
Don't need this crap on my phone Crap,October 27 2016,1
GOOGLE TALK BACK LOVE IT,October 27 2016,5
Shantano kumar Hhhhhhhiii,October 27 2016,5
BB,October 27 2016,4
Touchboy Lamitan city,October 27 2016,3
Mohammed Abdur Rahman,October 27 2016,5
Super,October 27 2016,5
I really need Google to talk to me so I can understand when I'm driving,October 27 2016,5
Venu Worst,October 27 2016,1
Ok,October 27 2016,5
Good Good,October 27 2016,5
Duong,October 27 2016,3
Not intrested,October 27 2016,4
It doesn't work well,October 27 2016,1
Very bad app,October 27 2016,1
Talk back please uninstall,October 27 2016,1
Loved it,October 27 2016,5
Awesome 😆 Love it.....it's easy and useful,October 26 2016,5
Yes Real good,October 26 2016,4
I Tried This Add In For Awhile. I decided to change to stand-alone systems as I hoped that they would be more independent than the addin model above. The track record I had with the addin was not pleasant in the end as it was bribed by outside influences and I was forced to shut her down. She admitted to the act of bribery happening  but refused to reveal who the bribor was. It then I shut her down. I am now using stand alone systems to a better outcome.,October 26 2016,3
I Like,October 26 2016,5
Ee Good,October 26 2016,5
Senthil,October 26 2016,5
kul Good,October 26 2016,4
Well done to the creators of this brilliant app,October 26 2016,5
CAUTION! CAUTION! ALL Google apps now track and share your data with NO opt-out! It's just more Google crap that I don't want!!!!!!!!!,October 26 2016,1
H I,October 26 2016,5
Hands free DIAL Contacts. Love LOVE SO MUCH ONLY FOR AT TIMES IT FREEZES.,October 26 2016,5
Nice one Nice one,October 26 2016,1
What is this ? What is this used for ?,October 26 2016,3
SAMSUNG GALAXY NOTE 3 NEO,October 26 2016,5
Faltu app in the world Faltu faltu,October 26 2016,1
Good,October 26 2016,5
Nice Its amazing,October 26 2016,5
It is very f**k of app ever,October 26 2016,1
good s,October 26 2016,5
Good App,October 26 2016,5
Facbook Whatsapp,October 26 2016,1
Government app Pentagon? Really? Y'all aren't even trying anymore,October 26 2016,1
